x, y
-0.0015151515151515152, 12.850495810820677
-0.00016837071890782828, 59.57943925233644
-0.00016837071890782828, 123.13085538204585
-0.00016837071890782828, 192.2897053656177
0.0011784100773358586, 267.05607476635515
0.002525252525252525, 354.9065277955242
0.005218814117739899, 399.76634087963635
0.007912437361900252, 422.1962688125182
0.015993245442708335, 414.71961903794903
0.02138043027935606, 427.80374544803226
0.026767676767676767, 452.10280373831773
0.048316477765940655, 463.31775700934577
0.06717171717171717, 461.44860526111637
0.08198649088541667, 467.05608189663036
0.09276092221038511, 459.5794321220612
0.10353535353535354, 474.5327102803738
0.12239053128945707, 467.05608189663036
0.14124577069523359, 459.5794321220612
0.15740738685684974, 453.97195548654713
0.17356900301846592, 453.97195548654713
0.18569021513967804, 442.7570022155191
0.19915820805713383, 452.10280373831773
0.21262626262626264, 440.8878504672897
0.22744103633996213, 440.8878504672897
0.23686868686868687, 425.93457230897707
0.2516834605823864, 427.80374544803226
0.25841748786695073, 418.4579439252336
0.27457910402856694, 412.85046728971963
0.28939393939393937, 405.3738175151504
0.31094274039220327, 397.89721052223274
0.3271043565538194, 377.3364343375803
0.3419191302675189, 367.9906542056075
0.35404034238873106, 356.77570093457945
0.36750839695785986, 349.2990511600102
0.383670013119476, 334.3457943925234
0.3917508212002841, 319.3925376250365
0.4065655949139836, 310.04671471141205
0.41060599895438765, 293.22428480487
0.42811445756392047, 291.3551544474664
0.4388888272372159, 270.79437826281395
0.4604376898871528, 237.14951844972984
0.4779461484966856, 205.37383177570092
0.4927609222103851, 182.94392523364485
0.4981481686987058, 149.29906542056074
0.5035352918836805, 111.91590211101781
0.5062289767795138, 83.87851893344772
0.5156565040048927, 44.626139703198014
0.5277777161261048, 18.457972446334697
0.547979736328125, 5.373803254599883
