x, y
0.0011784100773358586, -0.2336733809141355
0.0011784100773358586, 46.495355623904786
0.0011784100773358586, 132.47663551401868
-0.00016837071890782828, 188.55140186915887
0.002525252525252525, 237.14951844972984
0.002525252525252525, 280.1402011764384
0.003872033321496212, 336.21496753157857
0.003872033321496212, 381.0747806156907
0.0065656565656565654, 414.71961903794903
0.009259218158143939, 427.80374544803226
0.015993245442708335, 410.9813155414902
0.02138043027935606, 431.54204894449106
0.028114457563920454, 418.4579439252336
0.03888888888888889, 437.1495255800051
0.03888888888888889, 437.1495255800051
0.04966325856218434, 446.49532710280374
0.05505050505050505, 433.41122208354625
0.061784470683396465, 442.7570022155191
0.06986527876420455, 440.8878504672897
0.0725589020083649, 450.23365199008833
0.07794608684501263, 427.80374544803226
0.08333333333333333, 444.6261753545743
0.09141414141414142, 440.8878504672897
0.09410770300662878, 452.10280373831773
0.10218851108743687, 448.36447885103314
0.10757575757575757, 431.54204894449106
0.11700334645280934, 444.6261753545743
0.12508415453361743, 435.2803738317757
0.13451174341066918, 452.10280373831773
0.14124577069523359, 422.1962688125182
0.14528617473563762, 442.7570022155191
0.15606060606060607, 444.6261753545743
0.16414141414141414, 424.06542056074767
0.16818181818181818, 435.2803738317757
0.17222222222222222, 412.85046728971963
0.17895618785511364, 425.93457230897707
0.18434343434343434, 410.9813155414902
0.19107739997632575, 425.93457230897707
0.2005050505050505, 424.06542056074767
0.2005050505050505, 424.06542056074767
0.20454545454545456, 418.4579439252336
0.20993263938210227, 425.93457230897707
0.21801344746291035, 420.327095673463
0.2234006322995581, 427.80374544803226
0.2341750636245265, 412.85046728971963
0.24629627574573865, 412.85046728971963
0.2543770838265467, 399.76634087963635
0.26515151515151514, 384.8130841121495
0.27188548078440655, 397.89721052223274
0.2772727272727273, 386.6822572512047
0.28939393939393937, 390.42056074766356
0.2988215282709912, 367.9906542056075
0.3055555555555556, 367.9906542056075
0.31094274039220327, 377.3364343375803
0.31902354847301134, 362.38317757009344
0.32441079496133207, 343.69157452449616
0.3365320070825442, 364.25235070914863
0.3405724111229482, 336.21496753157857
0.34730637675583964, 347.4299208026066
0.3553871848366477, 343.69157452449616
0.3661615545099432, 328.7383177570093
0.38232317067155935, 311.9158878504673
0.39040397875236743, 317.5233644859813
0.3971380676886048, 298.831761440384
0.41060599895438765, 293.22428480487
0.42542089597143307, 268.92524790541034
0.4388888272372159, 259.5794249917859
0.45101003935842804, 242.75699508524386
0.4658249363754735, 218.45795818578415
0.49006736061789774, 182.94392523364485
0.4994948878432765, 151.16823855961593
0.5035352918836805, 119.39250910393545
0.5116160999644886, 74.5326960198233
0.5196969080452967, 37.14953271028037
0.5345118050623422, 14.719626168224298
0.5493265787760416, 5.373803254599883
