x, y
0, 0
0.00117841007733586,164.252322188048
0.00656565656565657,179.205621737186
0.0159932454427083,197.897182001132
0.0240740535235164,218.457958185784
0.0321548616043245,233.411214953271
0.0335016424005682,242.756995085244
0.051010101010101,261.448598130841
0.0685184979679609,274.532724540924
0.0914141414141414,287.616808169356
0.117003346452809,296.96263108298
0.143939393939394,304.439238075898
0.173569003018466,308.177584354008
0.211279420178346,310.046714711412
0.246296275745739,310.046714711412
0.282659912109375,308.177584354008
0.309595897944287,308.177584354008
0.339225568675032,304.439238075898
0.366161554509943,298.831761440384
0.394444382792771,282.009331533842
0.4079124373619,253.971948356272
0.414646402994792,216.588785046729
0.420033649483112,119.392509103935
0.421380491931029,68.9252193843093
